County,State,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Income.Median Houseold Income,Income.Per Capita Income,Income.Persons Below Poverty Level,Population.2010 Population,Population.2014 Population,Population.Population Percent Change,Population.Population per Square Mile
Lee ,KY,15,19,4.8,22920,13969,37.2,7887,7594,-3.7,37.8
Leslie ,KY,16.2,21.6,6.4,29293,16424,22.6,11310,10918,-3.5,28.2
Letcher ,KY,16.7,21.6,5.9,31200,17886,25.3,24519,23359,-4.7,72.6
Lewis ,KY,16.6,22.9,6.3,28388,16132,29.1,13870,13880,0.1,28.7
Lincoln ,KY,16.7,23.7,6.2,33651,17420,25.4,24742,24445,-1.2,74.1
Livingston ,KY,19.9,20.5,5.6,40313,19795,16.9,9519,9359,-1.7,30.4
Logan ,KY,17.2,24.2,6.4,36590,19143,21.2,26835,26867,0.1,48.6
Lyon ,KY,23.4,15.3,4,40112,22123,16.8,8314,8430,1.3,38.9
McCracken ,KY,18.2,21.9,5.9,44898,25957,16.2,65565,65316,-0.4,263.6
McCreary ,KY,14,22.2,6.3,20972,11818,30.3,18306,17863,-2.4,42.9
McLean ,KY,18.6,23.7,6.5,38833,19984,18.8,9531,9478,-0.6,37.8
Madison ,KY,12.7,21.1,5.7,42312,21800,21.4,82916,87340,5.3,189.6
Magoffin ,KY,14.8,22.9,5.6,26877,15118,28.6,13333,12913,-3.2,43.2
Marion ,KY,14.8,23.7,6.2,38719,18865,17,19820,20007,0.9,57.8
Marshall ,KY,21.1,20.1,5.1,43907,22381,11.6,31448,30953,-1.6,104.4
Martin ,KY,13.3,20.6,5.4,26261,15525,35.1,12929,12537,-3,56.3
Mason ,KY,16.8,23.6,6.5,41137,23347,19.3,17490,17166,-1.9,72.8
Meade ,KY,12.3,24.5,5.7,46756,20898,16.9,28602,29139,1.9,93.6
Menifee ,KY,18.2,20.4,5.3,29108,15942,27.5,6306,6287,-0.3,31
Mercer ,KY,18.1,22.1,6,45396,24138,16.8,21331,21319,-0.1,85.7
Metcalfe ,KY,17.6,23.6,6.7,31750,17171,20,10099,9990,-1.1,34.9
Monroe ,KY,18.4,22.4,5.8,29808,16656,25.2,10963,10704,-2.4,33.3
Montgomery ,KY,14.8,24.2,6.8,37312,20436,25,26499,27474,3.7,134.3
Morgan ,KY,14.6,18.8,4.6,30658,16233,28.9,13923,13303,-4.5,36.5
Muhlenberg ,KY,17.8,20.9,5.3,38105,20008,20.4,31499,31207,-0.9,67.4
Nelson ,KY,13.5,25,6.7,43833,23545,18.2,43437,44812,3.2,104
Nicholas ,KY,17.2,22.7,5.7,43081,20450,16,7135,7041,-1.2,36.6
Ohio ,KY,16.9,24.5,6.4,40830,19005,19.7,23842,23977,0.6,40.6
Oldham ,KY,11.7,26.2,4.6,83391,33591,6.8,60316,63490,5.3,322.2
Owen ,KY,16.6,23.2,4.9,41009,23991,16.2,10841,10645,-1.8,30.9
Owsley ,KY,17.8,21,5.7,19986,13611,37.7,4755,4508,-5.2,24.1
Pendleton ,KY,14.5,22.5,5.7,45480,23122,15.6,14877,14493,-2.6,53.7
Perry ,KY,15.4,21.5,6.6,33528,18224,25.3,28712,27597,-3.9,84.5
Pike ,KY,15.9,21,5.7,32961,19351,23.4,65024,63034,-3.1,82.6
Powell ,KY,14.4,23.8,6.9,26839,15174,31.7,12613,12434,-1.4,70.5
Pulaski ,KY,17.7,22.7,5.7,34092,20667,23.3,63063,63825,1.2,95.8
Robertson ,KY,22,19.8,3.4,31786,17641,22.8,2282,2197,-3.7,22.8
Rockcastle ,KY,16.6,22,5.5,30674,16513,25.5,17056,16826,-1.3,53.9
Rowan ,KY,13.4,19.3,5.6,35236,17094,28.6,23333,23655,1.4,83.4
Russell ,KY,18.9,22.4,6.3,29721,17107,27.3,17565,17774,1.2,69.2
Scott ,KY,10.7,25.8,6.8,61893,27802,12.4,47173,51284,8.7,167.4
Shelby ,KY,14,24.1,7.1,57298,27039,12.4,42074,44875,6.7,110.8
Simpson ,KY,15.8,24.1,6.3,39546,19441,20.3,17327,17826,2.9,74
Spencer ,KY,12.4,23.8,5.2,65209,26666,7.7,17061,17668,3.6,91.4
Taylor ,KY,17.3,22.1,6.3,36384,18790,21.7,24512,25257,3,92
Todd ,KY,15.6,27.2,7.3,41541,17846,20.5,12460,12520,0.5,33.3
Trigg ,KY,21.2,21.7,5.3,45629,25527,16.1,14339,14142,-1.3,32.5
Trimble ,KY,15.6,23.7,5.6,49718,22070,17.2,8809,8786,-0.3,58.1
Union ,KY,15,20.1,5.3,39125,19464,25.7,15007,15165,1.1,43.8
Warren ,KY,12,22.5,6.3,44135,23853,19.1,113792,120460,5.9,210.1
Washington ,KY,17.2,23,6,40845,19837,14.2,11717,11959,2.1,39.4
Wayne ,KY,18.1,21.5,5.5,29497,16396,24.3,20813,20486,-1.6,45.4
Webster ,KY,16.4,23,6.6,41415,20337,14.8,13621,13236,-2.8,41
Whitley ,KY,15.1,23.9,6.9,29769,15960,26,35637,35503,-0.4,81.4
Wolfe ,KY,17.8,23.7,6.1,22574,14157,40.5,7355,7214,-1.9,33.1
Woodford ,KY,15.7,22.8,5.4,57580,29277,11.6,24939,25563,2.5,132.1
Acadia Parish,LA,13.5,26.7,7.1,37587,19910,18.7,61773,62486,1.2,94.3
Allen Parish,LA,13.3,22.5,6.2,38429,18857,16.1,25764,25713,-0.2,33.8
Ascension Parish,LA,10.2,27.6,7.1,69070,28178,12.3,107215,117029,9.2,369.7
Assumption Parish,LA,15.2,22.9,5.7,46116,21743,18.7,23421,23034,-1.7,69.2
Avoyelles Parish,LA,15.5,23.8,6.6,33942,18006,22.6,42073,41145,-2.2,50.5
Beauregard Parish,LA,14.4,24.9,6.8,46385,22509,16.8,35654,36198,1.5,30.8
Bienville Parish,LA,19.1,23.1,6.3,31543,18958,26.9,14353,13885,-3.3,17.7
Bossier Parish,LA,12.8,25.3,7.4,53248,27429,14.3,116979,125064,6.9,139.3
Caddo Parish,LA,14.8,24.3,7.2,41053,24308,19.5,254969,252603,-0.9,290.2
Calcasieu Parish,LA,13.7,24.9,6.8,43499,24355,17.4,192768,197204,2.3,181.2
Caldwell Parish,LA,16.5,22.6,5.7,39385,22782,20.2,10132,9894,-2.3,19.1
Cameron Parish,LA,15,22.6,4.7,64574,29559,8.7,6839,6679,-2.6,5.3
Catahoula Parish,LA,15.7,22.3,6.1,36165,19970,21.8,10407,10151,-2.5,14.7
Claiborne Parish,LA,17.5,18.4,5.3,32996,17512,29.7,17195,16412,-4.6,22.8
Concordia Parish,LA,15.2,24.6,6.5,29022,16431,31.8,20822,20466,-1.7,29.9
De Soto Parish,LA,16,24.7,6.7,39162,21547,22.6,26656,27142,1.8,30.4
East Baton Rouge Parish,LA,12.4,22.8,6.5,48506,27505,19.2,440171,446042,1.3,966.6
East Carroll Parish,LA,13.3,24.9,7.5,25321,12055,48,7759,7487,-3.5,18.4
East Feliciana Parish,LA,15.9,19.5,5.4,47225,22099,17.3,20267,19813,-2.2,44.7
Evangeline Parish,LA,14.3,26.4,7.3,31832,18023,24.5,33984,33700,-0.8,51.3
Franklin Parish,LA,16.9,25.5,7,31214,17752,29.9,20767,20441,-1.6,33.2
Grant Parish,LA,13.8,21.7,5.7,39654,19018,17.3,22309,22384,0.3,34.7
Iberia Parish,LA,13.3,26.5,7,44262,22997,20.7,73240,73913,0.9,127.6
Iberville Parish,LA,13.6,21.7,6.2,45368,21177,19.2,33387,33327,-0.2,54
Jackson Parish,LA,18.3,22.3,5.6,37388,19188,20.6,16274,15994,-1.7,28.6
Jefferson Parish,LA,15.1,21.9,6.3,48261,26908,16.5,432552,435716,0.7,1463.1
Jefferson Davis Parish,LA,15.2,25.9,7.2,41622,21132,18.8,31594,31477,-0.4,48.5
Lafayette Parish,LA,11.3,23.9,6.8,51462,28901,16.7,221578,235644,6.3,824.6
Lafourche Parish,LA,13.7,23.6,6.3,50572,24798,14.1,96318,98020,1.5,90.2
La Salle Parish,LA,15.9,22.9,5.9,42528,22481,14.2,14890,14839,-0.3,23.8
Lincoln Parish,LA,12.3,20.3,6,35769,20633,30.4,46735,47617,1.9,99.1
Livingston Parish,LA,11.6,26.3,6.8,56811,25076,13.3,128026,135751,6,197.5
Madison Parish,LA,12.9,24.6,7.7,25498,13585,40.3,12093,11843,-2.1,19.4
Morehouse Parish,LA,16.9,24.3,7,28585,16683,26.5,27979,26760,-4.4,35.2
Natchitoches Parish,LA,15.3,23.6,6.4,33953,20802,26,39566,39166,-1,31.6
Orleans Parish,LA,12.1,20.4,6.1,37146,26500,27.3,343829,384320,11.8,2029.4
Ouachita Parish,LA,13.3,25.5,7,38955,21917,23.2,153720,156325,1.7,251.8
Plaquemines Parish,LA,12.2,26.7,7.3,55138,25748,12.7,23042,23447,1.8,29.5
Pointe Coupee Parish,LA,18.2,23,6.2,45363,23742,17.7,22802,22406,-1.7,40.9
Rapides Parish,LA,14.9,25.2,6.8,40930,22126,19.9,131613,132488,0.7,99.9
Red River Parish,LA,16.6,24.7,7,39346,21443,21.8,9091,8669,-4.6,23.4
Richland Parish,LA,15.1,25.1,7.1,36835,18669,21.3,20725,20740,0.1,37.1
Sabine Parish,LA,18.5,24.4,6.8,35159,22229,21.7,24233,24199,-0.1,28
St. Bernard Parish,LA,9.8,26.9,8,41353,20316,18.7,35897,44409,23.7,95.1
St. Charles Parish,LA,11.6,25.4,6.2,58758,26756,12.7,52780,52745,-0.3,189.1
St. Helena Parish,LA,17.6,22.5,5.8,33143,19457,27.4,11203,10619,-5.2,27.4
St. James Parish,LA,15.1,23.8,6.3,55443,24930,16.4,22102,21638,-2.1,91.5
St. John the Baptist Parish,LA,12.6,25.2,6.6,50635,21335,16.1,45924,43745,-4.5,215.5
St. Landry Parish,LA,14.8,27.1,7.8,35503,19387,26.8,83384,83709,0.4,90.3
St. Martin Parish,LA,13.3,24.9,6.6,42186,22164,18.2,52160,53315,2.2,70.7
St. Mary Parish,LA,14.5,24.6,6.8,41571,21313,21,54650,53162,-2.7,98.4
St. Tammany Parish,LA,14.9,24.5,5.7,60799,30363,10.6,233740,245829,5.2,276.4
Tangipahoa Parish,LA,12.8,24.8,7.2,40654,21273,21.2,121097,127049,4.9,153
Tensas Parish,LA,19.6,25,5.9,27543,17175,34.3,5252,4830,-8,8.7
Terrebonne Parish,LA,12.6,25.6,7,49960,24114,17.1,111860,113328,1.6,90.8
Union Parish,LA,18.4,22.6,6.2,35828,19412,27.9,22721,22539,-1.1,25.9
Vermilion Parish,LA,13.9,26.5,6.9,44665,22589,17.1,57999,59616,2.8,49.4
Vernon Parish,LA,10.5,26.6,8.9,46572,21396,13.5,52334,52132,-0.4,39.4
Washington Parish,LA,16.3,24.1,6.3,31778,17735,25.7,47168,46286,-1.9,70.4
Webster Parish,LA,18.1,23.3,6.2,35071,19871,21.9,41207,40333,-2.1,69.5
West Baton Rouge Parish,LA,12,24.1,6.7,50926,24838,14.6,23788,25085,5.5,123.6
West Carroll Parish,LA,17.6,24.3,5.8,33848,17980,25,11604,11525,-0.7,32.3
West Feliciana Parish,LA,12.6,16.5,4.2,61616,21720,16.6,15625,15406,-1.4,38.8
Winn Parish,LA,16.2,21.8,5.5,34322,16789,22.6,15313,14743,-3.7,16.1
Androscoggin ,ME,16,22,6.1,44921,24442,15.6,107702,107440,-0.2,230.2
Aroostook ,ME,21.3,18.7,4.7,37855,21566,16.3,71870,69447,-3.4,10.8
Cumberland ,ME,16.4,19.6,4.9,57461,32880,11.4,281674,287797,2.2,337.2
Franklin ,ME,19.2,18.7,4.6,41626,22083,15.6,30768,30296,-1.5,18.1
Hancock ,ME,21.5,17.4,4.3,47460,27797,14,54418,54696,0.5,34.3
Kennebec ,ME,17.7,19.9,5,46808,25770,13.4,122151,121112,-0.9,140.8
Knox ,ME,22.4,18.4,4.5,49755,27865,10.8,39736,39676,-0.2,108.8
Lincoln ,ME,25.3,17.6,4.1,50181,28070,11.7,34457,34170,-0.8,75.6
Oxford ,ME,19.3,19.6,4.5,40674,21441,14.9,57833,57238,-1,27.8
Penobscot ,ME,16.5,18.7,4.8,43734,23895,17,153923,153414,-0.3,45.3
Piscataquis ,ME,23.6,17.7,4.2,36646,21818,18.5,17535,17026,-2.9,4.4
Sagadahoc ,ME,19.5,19.5,4.7,56733,28829,11.1,35293,35045,-0.7,139.1
Somerset ,ME,18.9,19.8,4.7,38642,21513,17.8,52228,51163,-2,13.3
Waldo ,ME,19.7,19.7,5,42221,22853,16.4,38786,39051,0.7,53.1
Washington ,ME,22,18.9,4.9,37236,20807,19.5,32856,31808,-3.2,12.8
York ,ME,18,19.9,4.8,57348,29125,9.5,197131,200710,1.8,199
Allegany ,MD,19.2,17.6,4.8,39293,21211,17.4,75087,72952,-2.8,177
Anne Arundel ,MD,13.4,22.6,6.3,87430,40415,6.3,537656,560133,4.2,1295.9
Baltimore ,MD,15.8,21.6,6,66486,34374,8.9,805029,826925,2.7,1345.5
Calvert ,MD,13,24.2,5.5,95477,38260,4.9,88737,90613,2.1,416.3
Caroline ,MD,15.4,24,6,58632,25211,14.4,33066,32538,-1.6,103.5
Carroll ,MD,15.3,22.5,4.9,84790,36153,5.6,167134,167830,0.4,373.4
Cecil ,MD,13.8,23.6,5.8,66689,29518,10.4,101108,102383,1.3,292
Charles ,MD,11,24.9,6,93160,37277,7,146551,154747,5.6,320.2
Dorchester ,MD,19.7,21.4,6.2,46361,26388,16.5,32618,32578,-0.1,60.3
Frederick ,MD,12.9,23.9,6,84570,36917,6.1,233385,243675,4.4,353.5
Garrett ,MD,20,19.8,4.9,45206,24932,13.9,30097,29679,-1.4,46.5
Harford ,MD,14.6,23,5.5,80622,35425,7.4,244826,250105,2.2,560.1
Howard ,MD,12.2,24.6,6,109865,48172,4.6,287085,309284,7.7,1144.9
Kent ,MD,24.4,17,4.5,56259,31502,13.2,20197,19820,-1.9,72.9
Montgomery ,MD,13.7,23.5,6.5,98221,49038,6.7,971777,1030447,6,1978.2
Prince George's ,MD,11.2,22.7,6.7,73623,32344,9.4,863420,904430,4.7,1788.8
Queen Anne's ,MD,17.3,22.3,5.3,87256,38108,8.1,47798,48804,2.1,128.5
St. Mary's ,MD,12,24.9,6.6,85672,36017,7.2,105151,110382,5,294.4
Somerset ,MD,15.3,16.7,5.2,38447,16748,23.4,26470,25859,-2.3,82.8
Talbot ,MD,26.6,18.6,4.6,61597,38022,8.6,37782,37643,-0.4,140.7
Washington ,MD,15.8,22.3,5.8,55609,26532,12.4,147430,149573,1.5,322.1
Wicomico ,MD,14.4,21.9,5.9,51092,25378,17,98733,101539,2.8,263.7
Worcester ,MD,25.3,17.9,4.5,57952,32887,10.9,51454,51675,0.4,109.9
Baltimore ,MD,12.3,21.2,6.7,41385,24750,23.8,620961,622793,0.3,7671.5
Barnstable ,MA,27.8,15.9,3.9,60526,36142,9.3,215888,214914,-0.5,548.3
Berkshire ,MA,20.9,17.9,4.4,48450,29294,12.8,131219,128715,-1.9,141.6
Bristol ,MA,15.7,21.1,5.2,55298,28837,12.4,548285,554194,1.1,991.3
Dukes ,MA,19.8,18.3,4.7,66288,33363,10.1,16535,17356,5,160.2
Essex ,MA,15.6,22,5.7,67311,35167,11.2,743159,769091,3.5,1508.8
Franklin ,MA,18.2,18.2,4.5,53663,29259,12.1,71372,70862,-0.7,102.1
Hampden ,MA,15.3,22.5,5.9,49094,25817,17.7,463490,468161,1,751
Hampshire ,MA,14.7,15.6,3.6,61227,29460,13,158080,160939,1.8,299.8
Middlesex ,MA,14,20.6,5.6,82090,42861,8.1,1503085,1570315,4.5,1837.9
Nantucket ,MA,13.4,20.9,6.4,85478,47331,10.4,10172,10856,6.7,226.2
Norfolk ,MA,15.7,21.6,5.4,84916,44692,6.6,670850,692254,3.2,1693.6
Plymouth ,MA,16.2,22.5,5.3,75092,35220,7.6,494919,507022,2.4,750.9
Suffolk ,MA,11,17.3,5.7,53540,32835,20.8,722023,767254,6.3,12415.7
Worcester ,MA,14.1,22,5.6,65223,31537,11.2,798552,813475,1.9,528.6
Alcona ,MI,34.8,13.2,3.1,37189,22719,15.1,10942,10454,-4.5,16.2
Alger ,MI,23.7,15.4,3.4,37586,19717,14.8,9601,9459,-1.5,10.5
Allegan ,MI,15.1,24.9,6,52061,24140,13.5,111408,113847,2.2,135
Alpena ,MI,21.5,19.4,4.6,38016,21948,17.3,29598,28988,-2.1,51.8
Antrim ,MI,25.2,19,4.3,45362,24370,15.4,23580,23267,-1.3,49.6
Arenac ,MI,22.5,18.5,4.1,38874,20039,18.1,15899,15353,-3.4,43.8
Baraga ,MI,19.1,19,4.5,41189,17701,13.2,8860,8654,-2.3,9.9
Barry ,MI,16.9,22.9,5.3,52186,25059,11.7,59173,59281,0.2,107
Bay ,MI,18.3,21,5.2,45376,23799,14.7,107771,106179,-1.5,243.7
Benzie ,MI,23.9,19.2,4.2,47366,24831,13.3,17525,17519,0,54.8
Berrien ,MI,17.8,22.5,6,43633,24013,17.5,156813,155233,-1,276.2
Branch ,MI,16.6,23.7,6.2,41856,19947,18.7,45248,43545,-3.8,89.4
Calhoun ,MI,16.4,23.2,6.1,42110,22978,17.8,136146,134878,-0.9,192.8
Cass ,MI,19.4,21.3,4.6,44346,22743,14.5,52293,51608,-1.3,106.7
Charlevoix ,MI,21.5,20.3,4.8,45949,26947,13.3,25949,26121,0.7,62.3
Cheboygan ,MI,24.7,17.8,4,38410,23412,17.8,26152,25675,-1.8,36.6
Chippewa ,MI,16.1,19.1,4.8,41637,20589,17.7,38520,38321,-0.9,24.7
Clare ,MI,21.8,20,5.4,32668,18148,26.5,30926,30652,-0.9,54.8
Clinton ,MI,15.3,23,5.4,60466,28449,11.1,75382,77297,2.5,133.1
Crawford ,MI,24,18,4.1,40295,21492,16.8,14074,13745,-2.3,25.3
Delta ,MI,21.4,20.3,5.1,42676,22471,16.4,37069,36559,-1.4,31.7
Dickinson ,MI,20.4,20.1,5,44136,24611,12.7,26168,25957,-0.8,34.4
Eaton ,MI,16.4,21.7,5.4,54115,26582,10.8,107759,108579,0.8,187.3
Emmet ,MI,19.7,20.6,4.8,50929,29718,10.9,32694,33204,1.6,69.9
Genesee ,MI,15.7,23.4,6,42089,22380,21,425790,412895,-3,668.5
Gladwin ,MI,25.1,19.3,4.7,37626,20368,21.4,25692,25411,-1.1,51.2
Gogebic ,MI,22.9,16,3.9,34252,20330,20.3,16427,15737,-4.2,14.9
Grand Traverse ,MI,17.1,20.8,5.4,51766,27660,11.7,86986,90782,4.4,187.3
Gratiot ,MI,16.4,20.5,5.2,40359,18836,19.1,42476,41665,-1.9,74.7
Hillsdale ,MI,17.7,22.3,5.5,41759,20379,19.7,46688,45830,-1.8,78.1
Houghton ,MI,16.1,20.6,5.3,35430,19783,23,36628,36495,-0.4,36.3
Huron ,MI,23.4,19.6,4.7,40204,22120,15.8,33118,32065,-3.2,39.6
Ingham ,MI,11.9,20.4,5.7,45321,24754,21.9,280895,284582,1.3,505.1
Ionia ,MI,13,23.2,5.7,47892,20206,15.8,63905,64294,0.6,111.9
Iosco ,MI,27.9,17.1,4.5,36236,22047,19,25887,25420,-1.8,47.1
Iron ,MI,28.2,16.5,4.2,34685,21499,14.2,11817,11387,-3.6,10.1
Isabella ,MI,11,17.4,4.7,36372,19061,31.5,70311,70616,0.4,122.8
Jackson ,MI,16,22.1,5.5,46615,22613,17,160248,159741,-0.3,228.4
Kalamazoo ,MI,13.5,22.1,6,45775,25757,19.1,250331,258818,3.4,445.7
Kalkaska ,MI,19,21.7,5.5,40140,20258,16.3,17153,17394,1.4,30.6
Kent ,MI,12.2,25.1,7,51667,25889,15.5,602622,629237,4.4,711.5
Keweenaw ,MI,30.9,17.1,3.8,39038,24802,15.8,2156,2217,2.8,4
Lake ,MI,26.2,16.9,3.5,29379,16202,27.9,11539,11341,-1.7,20.3
Lapeer ,MI,15.9,22,4.8,52939,23907,11,88319,88153,-0.2,137.4
Leelanau ,MI,27.7,17.4,3.8,55018,31462,11.2,21708,21915,1,62.5
Lenawee ,MI,16.8,21.9,5.6,47766,22395,14.1,99892,99047,-0.8,133.3
Livingston ,MI,14.7,23.1,5,72359,32129,6.2,180967,185596,2.6,320.2
Luce ,MI,20.1,16.5,4.2,39469,18768,18.6,6631,6426,-3.1,7.4
Mackinac ,MI,25.5,16.8,3.8,38704,22622,15.3,11113,11042,-0.6,10.9
Macomb ,MI,15.6,21.9,5.4,53451,26748,12.5,840978,860112,2.3,1754.9
Manistee ,MI,23.4,17.8,3.8,41551,22702,16.9,24733,24420,-1.3,45.6
Marquette ,MI,16.6,18.1,4.9,45622,23789,15.7,67077,67676,0.9,37.1
Mason ,MI,21.2,20.7,5.3,41136,23183,16.2,28705,28824,0.4,58
Mecosta ,MI,16.9,18.9,4.8,39470,19336,22.9,42798,43186,0.9,77.1
Menominee ,MI,21.6,19.7,4.7,41739,22331,13.6,24029,23714,-1.3,23
Midland ,MI,16.4,21.9,5.2,53076,29536,13.4,83629,83427,-0.2,162
Missaukee ,MI,19.1,23.2,6.1,41061,20305,15.1,14849,15037,1.3,26.3
Monroe ,MI,15.7,22.4,5.4,53972,25939,12.3,152021,149824,-1.4,276.7
Montcalm ,MI,16,22.9,5.6,40451,18969,18.6,63342,62893,-0.7,89.8
Montmorency ,MI,29.4,15.2,3.6,35261,19661,18.1,9765,9300,-4.8,17.9
Muskegon ,MI,15.1,23.8,6.1,40979,20621,19.9,172188,172344,0.1,344.9
Newaygo ,MI,17.9,23.2,5.7,42571,20623,18.6,48460,47900,-1.2,59.6
Oakland ,MI,15.1,22.1,5.5,65594,36458,10.3,1202362,1237868,3,1385.7
Oceana ,MI,19.1,24,6.2,40023,18986,19.9,26570,26221,-1.3,51.9
Ogemaw ,MI,24.3,18.8,4.7,34619,19634,21.5,21699,21039,-3,38.5
Ontonagon ,MI,32.1,13.3,2.4,34620,21585,13.8,6780,6172,-9,5.2
Osceola ,MI,19.1,23.5,5.7,37788,18099,21.7,23528,23169,-1.5,41.5
Oscoda ,MI,26.1,18.8,4.5,33239,18057,20.2,8640,8371,-3.1,15.3
Otsego ,MI,19.6,21.3,5.4,47584,24312,13.5,24164,24158,0,46.9
Ottawa ,MI,13.2,24.9,6.3,56453,25371,11.2,263801,276292,4.7,468.2
Presque Isle ,MI,28.7,16.5,3.6,39652,22788,12.9,13376,13004,-2.8,20.3
Roscommon ,MI,30,15.1,3.7,33334,23023,22.2,24449,23955,-2,47.1
Saginaw ,MI,17.3,22,5.8,42331,22349,19.2,200169,195012,-2.6,250.2
St. Clair ,MI,16.7,22,5.1,48066,24357,14.9,163040,160078,-1.8,226.1
St. Joseph ,MI,16.5,25,6.5,44051,20570,17.6,61295,60946,-0.6,122.4
Sanilac ,MI,19.5,22.2,5.3,40478,20713,16.8,43114,41587,-3.5,44.8
Schoolcraft ,MI,24.1,18.2,4.5,35260,20892,20.7,8485,8171,-3.7,7.2
Shiawassee ,MI,16.4,22.3,5.2,46217,22713,15.3,70648,68933,-2.4,133.1
Tuscola ,MI,18.3,21.4,5,43039,20767,15.7,55729,54000,-3.1,69.4
Van Buren ,MI,16,24.2,6.4,45129,21732,19.4,76258,75199,-1.4,125.5
Washtenaw ,MI,12,19.7,5.3,59055,33231,15.4,344791,356874,3.4,488.4
Wayne ,MI,13.8,24.1,6.5,41184,22308,24.5,1820584,1764804,-3.1,2974.4
Wexford ,MI,17.6,23.3,6.2,40965,20573,18.6,32735,32886,0.5,57.9
Aitkin ,MN,30.1,17.5,4.1,41617,24939,12.1,16202,15771,-2.7,8.9
Anoka ,MN,11.9,24.4,6.2,70380,30647,7.4,330844,341864,3.3,782.1
Becker ,MN,19.3,24.6,6.3,50214,25455,12.9,32504,33259,2.3,24.7
Beltrami ,MN,14.4,25.4,7.8,43231,21622,21.9,44442,45664,2.7,17.7
Benton ,MN,13.5,24.7,6.8,52200,24453,14.5,38451,39506,2.7,94.2
Big Stone ,MN,25.7,20.6,6.1,46313,26019,12.4,5269,5127,-2.7,10.6
Blue Earth ,MN,13,19.7,5.6,49935,25380,19.2,64013,65385,2.1,85.6
Brown ,MN,20,21.7,5.5,48256,26576,9.4,25893,25292,-2.3,42.4
Carlton ,MN,16.3,22.7,5.7,53016,24434,12.5,35386,35571,0.5,41.1
Carver ,MN,10,27.9,6.5,83773,37457,5,91042,97338,6.9,256.9
Cass ,MN,23.8,21.1,5.6,45045,25287,16.4,28567,28559,0,14.1
Chippewa ,MN,20.2,22.9,5.9,49434,25993,10.6,12441,12110,-2.7,21.4
Chisago ,MN,13.9,23.6,5.4,67157,27914,7.5,53887,54025,0.3,129.9
Clay ,MN,12.7,23.2,6.7,52410,24550,12.3,58999,61286,3.9,56.4
Clearwater ,MN,19.5,24.7,6,43269,22157,16.5,8695,8791,1.1,8.7
Cook ,MN,24.3,16.3,4,52215,32868,8.3,5176,5233,1.1,3.6
Cottonwood ,MN,22.5,23.6,6.6,45294,23456,13.7,11687,11633,-0.5,18.3
Crow Wing ,MN,20.7,22.2,5.9,47058,26527,12.9,62500,63265,1.2,62.6
Dakota ,MN,12.1,25,6.5,73732,34828,7.6,398552,412529,3.5,709
Dodge ,MN,13.2,27.6,6.4,69301,29107,7.4,20087,20353,1.3,45.7
Douglas ,MN,21.6,21.1,5.4,50905,27716,10.8,36009,36790,2.2,56.5
Faribault ,MN,22.5,22,5.7,44264,25065,12.8,14553,14192,-2.5,20.4
Fillmore ,MN,20.4,23.7,6.2,50657,25249,12.1,20866,20776,-0.4,24.2
Freeborn ,MN,21.5,21.9,5.8,44683,25668,11,31255,30840,-1.3,44.2
Goodhue ,MN,18.5,22.9,5.8,56836,29932,9.9,46183,46423,0.5,61
Grant ,MN,23.3,21.6,5.7,50030,26665,10.1,6018,5956,-1,11
Hennepin ,MN,12.5,22.3,6.6,64403,37485,12.8,1152425,1212064,5.2,2081.7
Houston ,MN,19.4,21.4,5,52545,26450,10.9,19027,18738,-1.5,34.5
Hubbard ,MN,23.6,21,5.7,45961,24880,13.2,20428,20573,0.7,22.1
Isanti ,MN,14.6,24.4,6,57353,25482,8,37816,38413,1.6,86.8
Itasca ,MN,21,21.3,5.4,46912,24079,12.5,45058,45589,1.2,16.9
Jackson ,MN,19.9,22.5,6,51681,27361,11.7,10266,10269,0,14.6
Kanabec ,MN,18.6,21.8,4.9,47068,22291,13.5,16239,15930,-1.9,31.1
Kandiyohi ,MN,17.4,23.6,6.4,50149,26880,13.6,42239,42285,0.1,53
Kittson ,MN,22.5,21.6,5.2,48875,26927,9.8,4552,4435,-2.6,4.1
Koochiching ,MN,21.8,18.9,4,41108,26045,14.1,13311,12856,-3.4,4.3
Lac qui Parle ,MN,24.9,20.4,5.2,48468,28014,8,7259,6891,-5.1,9.5
Lake ,MN,24.6,18.8,5,46939,27883,13.6,10866,10680,-1.7,5.2
Lake of the Woods ,MN,22,18.4,4.5,44069,21903,7.9,4045,3918,-3.1,3.1
Le Sueur ,MN,16,24.5,5.7,58922,27793,8.8,27703,27770,0.2,61.7
Lincoln ,MN,24.9,22.4,5.5,47861,26767,8.7,5896,5788,-1.8,11
Lyon ,MN,14.4,24.8,7.2,49594,26028,14.4,25857,25665,-0.7,36.2
McLeod ,MN,17.4,23.8,6.1,55170,26824,8.5,36651,35882,-2.1,74.6
Mahnomen ,MN,16.8,30.6,10.2,40282,19517,26.2,5413,5505,1.7,9.7
Marshall ,MN,20,22.9,6.1,52198,26834,7.9,9439,9417,-0.2,5.3
Martin ,MN,21.7,21.6,5.4,48530,26472,10.7,20840,20220,-3,29.3
Meeker ,MN,18,24.7,6.2,53904,25665,10.2,23300,23107,-0.8,38.3
Mille Lacs ,MN,18,24.3,6.4,47862,22891,13.9,26097,25884,-0.8,45.6
